oracion,etiqueta
el ibi anoche desembolsé cuatrocientos sesenta y nueve euros en,gasto
de un bonus me han abonado dos mil setecientos veintitrés euros,ingreso
en el gimnasio me gasté quinientos noventa y dos con diecinueve euros,gasto
ingresé trescientos diez euros,ingreso
unas gafas nuevas desembolsé novecientos cincuenta y tres con cuarenta y ocho euros para pagar,gasto
de la luz gasté ciento setenta y cinco euros para pagar la factura,gasto
en el coche me cobraron ciento noventa y nueve euros,gasto
se me fueron dos,gasto
ingresé mil euros de,ingreso
he percibido tres mil,ingreso
recibí ciento treinta euros,ingreso
cobré dos mil ciento setenta con ochenta y nueve euros por una herencia,ingreso
de una apuesta me ingresaron cuatro mil trescientos ochenta y siete con setenta y cuatro euros,ingreso
he percibido dos mil seiscientos noventa y cinco con dieciséis euros por una venta,ingreso
de salario anoche he percibido mil ciento sesenta y cuatro con ocho euros,ingreso
pagamos doscientos cuarenta y,gasto
aboné novecientos sesenta y,gasto
me gasté novecientos cincuenta con setenta y cuatro euros en una suscripción,gasto
por una apuesta cobré cuatro mil cuatrocientos cincuenta y ocho con treinta euros,ingreso
recibí mil quinientos ochenta y cinco con ochenta y cinco euros de un proyecto,ingreso
de un bonus me ingresaron ciento veintiuno con sesenta y cinco euros,ingreso
pagué tres euros de,gasto
me gasté mil doscientos,gasto
el mes pasado he ingresado dos mil ciento veinte con sesenta y seis euros por una apuesta ganada,ingreso
durante el finde gasté doscientos veintisiete euros por la cena,gasto
gasté doscientos euros en amazon este mes,gasto
uno euros netflix me costó mil seiscientos noventa y dos con sesenta y,gasto
he desembolsado setecientos veintinueve,gasto
treinta euros gasolina me costó cuatro mil setecientos sesenta y nueve con,gasto
recibí tres mil seiscientos ocho con treinta y seis euros de una ayuda,ingreso
desembolsé casi seiscientos cincuenta,gasto
he pagado seiscientos cincuenta,gasto
en el dentista se me fueron mil seiscientos sesenta con setenta y tres euros,gasto
me han abonado cincuenta,ingreso
he percibido dos mil,ingreso
particulares este mes cobré cuatrocientos euros por dar clases,ingreso
me han cobrado cincuenta,gasto
seguro por fin se me ingresaron unos ochocientos veintitrés euros de la devolución del,ingreso
pagar la farmacia me costó sesenta y tres euros para,gasto
he desembolsado cuatrocientos treinta y dos con cuarenta euros en el dentista,gasto
pagué noventa euros de cena en un japonés,gasto
me cayó mil doscientos treinta y nueve con trece euros de una beca transporte esta semana,ingreso
de una compra he cobrado unos mil cuatrocientos cuarenta y seis euros de una devolución,ingreso
de una compra me entraron alrededor de dos mil ochocientos sesenta y seis euros de una devolución,ingreso
el mes pasado me pagaron cuatro mil ciento diecisiete euros de una comisión comercial,ingreso
me ingresaron dos mil quinientos veinticinco euros de una venta,ingreso
por una beca ingresé dos mil seiscientos sesenta y cuatro con cuarenta y ocho euros,ingreso
entraron treinta y nueve,ingreso
me cayó cuarenta y ocho euros de intereses hoy,ingreso
libros en wallapop cobré cincuenta y cinco euros por vender,ingreso
pagué alrededor de trescientos,gasto
he pagado dos mil seis con cuarenta y uno euros en netflix,gasto
me pagaron seiscientos cincuenta,ingreso
el mes pasado me hicieron un ingreso de trescientos sesenta y tres euros por editar un vídeo,ingreso
euros el gimnasio me costó tres mil ochocientos cuarenta y nueve,gasto
me cobraron mil novecientos,gasto
me ingresaro doscientos euros,ingreso
por el coche pagué tres mil cuatrocientos noventa y tres con treinta y nueve euros,gasto
he percibido trescientos veintitrés euros por un proyecto,ingreso
vender unas zapatillas he cobrado cuarenta euros por,ingreso
se me ingresaron unos,ingreso
recibí cincuenta y dos euros por una deuda pendiente esta semana,ingreso
cobré cuatro mil ochocientos cincuenta con dos euros por un proyecto,ingreso
me abonó mil cuatrocientos,ingreso
ingresé tres mil ochocientos cincuenta y siete euros por una beca,ingreso
clases de inglés he desembolsado ciento cincuenta y ocho con ocho euros este mes en,gasto
invertí alrededor de quinientos setenta y uno euros por cine,gasto
he desembolsado cuatro mil,gasto
se fueron cincuenta y cuatro euros con la factura de la luz hace unos días,gasto
he percibido mil trescientos,ingreso
me han cobrado quince euros por retirar efectivo en el extranjero,gasto
de intereses hoy entraron mil setenta y cuatro euros,ingreso
he recibido aproximadamente seiscientos sesenta y siete euros por hacer fotos en una boda por fin,ingreso
percibí doscientos cincuenta y uno euros de nómina ayer,ingreso
por un proyecto he percibido tres mil quinientos diecinueve con sesenta y uno euros,ingreso
por un bonus ingresé mil ochocientos quince con treinta y cinco euros,ingreso
pagar el cerrajero he gastado novecientos ochenta y tres euros para,gasto
recibí doscientos cuarenta y nueve euros de una ayuda,ingreso
me costó veinticinco euros el trayecto en taxi,gasto
factura del teléfono pagué ciento ochenta euros de,gasto
recibí doscientos cincuenta euros,ingreso
de una venta recibí tres mil doscientos veinte con cuarenta y nueve euros,ingreso
de un proyecto me han abonado dos mil cuatrocientos dieciocho con setenta y tres euros,ingreso
ingresé dos mil seiscientos,ingreso
he tenido que abonar diez euros en reparar el tejado en marzo,gasto
en una reparación he pagado cuatro mil ciento nueve con setenta y cinco euros,gasto
por una venta me pagaron tres mil ochocientos setenta y ocho con trece euros,ingreso
ingresé mil ochocientos quince,ingreso
se me fueron setenta y nueve euros este mes en el seguro del coche,gasto
me costó dos mil cincuenta y seis con noventa y siete euros netflix,gasto
he desembolsado cuatro mil cuatrocientos cincuenta y dos con cincuenta y cuatro euros en el supermercado,gasto
durante el finde me cobraron cuatrocientos euros con la farmacia,gasto
reparar el tejado pagué dos mil setecientos cincuenta y ocho euros esta semana en,gasto
por spotify anoche pagamos doscientos cuarenta y ocho euros,gasto
el proyecto freelance me pagaron trescientos cincuenta euros por,ingreso
pagué cuatro mil ciento setenta y seis con quince euros por gasolina,gasto
recibí dos mil ochocientos,ingreso
me cobraron ochenta y,gasto
de la nómina me han ingresado mil doscientos euros,ingreso
he percibido cuatro mil,ingreso
en medicamentos recetados gasté ciento diez euros,gasto
cobré trescientos setenta y,ingreso
gasté trescientos cincuenta euros,gasto
gasté treinta euros en,gasto
me han cobrado trescientos,gasto
me han pagado más o menos mil novecientos treinta y nueve euros por el trabajo de diseño por fin,ingreso
en aire acondicionado acabé pagando quinientos cincuenta y nueve euros esta semana,gasto
en el gimnasio me cobraron mil seiscientos sesenta y ocho con cuarenta y tres euros,gasto
de un proyecto me han abonado cuatro mil ochocientos nueve euros,ingreso
se me ingresaron mil ochocientos cincuenta con cincuenta y dos euros por referir a un cliente este mes,ingreso
subvención esta semana me ingresaron dos mil cuatrocientos noventa y cinco con ochenta y cuatro euros de una,ingreso
he percibido cincuenta y tres euros de una ayuda municipal este mes,ingreso
el mes pasado he gastado trescientos veintisiete con noventa y siete euros por la hipoteca,gasto
mercadona del viernes gasté treinta y cinco euros en el,gasto
luz en marzo se me fueron mil cuatrocientos sesenta y cinco con treinta y uno euros con la factura de la,gasto
me abonaron doscientos cincuenta,ingreso
euros de netflix aboné mil quinientos diecinueve con veinte,gasto
una consulta médica he tenido que abonar alrededor de dos mil doscientos cuarenta y uno con cincuenta y cuatro euros por,gasto
cobré tres mil trescientos setenta euros de la venta de libros usados la semana pasada,ingreso
me abonó mil setecientos tres con setenta y seis euros por editar un vídeo este trimestre,ingreso
me gasté mil setecientos veinticuatro con nueve euros en el supermercado,gasto
me entraron dieciocho con,ingreso
me entraron noventa y,ingreso
solté cuatrocientos cuarenta y,gasto
por una beca he percibido dos mil novecientos setenta y nueve con noventa y cinco euros,ingreso
he pagado cuatro mil,gasto
me pagaron cuatro mil trescientos treinta y uno euros por una apuesta,ingreso
he ingresado ciento sesenta,ingreso
por una beca cobré ochocientos diecinueve euros,ingreso
cobré mil cincuenta y,ingreso
me gasté cuatro mil quinientos treinta y tres con sesenta y uno euros en el coche,gasto
revisión del coche solté mil ochenta y cuatro con veintidós euros esta semana en la,gasto
cobré mil ochocientos euros,ingreso
en el dentista se me fueron dos mil ochocientos dieciséis con cuatro euros,gasto
euros el gimnasio me costó doscientos noventa y cinco con cuarenta y seis,gasto
pagué mil doscientos noventa y dos con sesenta y cinco euros por el gimnasio,gasto
ayer en diésel se me fueron dieciséis euros,gasto
de indemnización laboral me cayó unos trescientos trece con veintiséis euros,ingreso
cobré dos mil ochocientos sesenta y ocho euros por nómina,ingreso
por una beca me pagaron dos mil ciento noventa euros,ingreso
ingresé tres mil treinta con catorce euros por una transferencia,ingreso
me pagaron dos mil noventa euros por un proyecto,ingreso
me han transferido unos,ingreso
cobré mil setecientos cincuenta,ingreso
me abonó mil ochocientos quince con cuarenta y cuatro euros por participar en un estudio clínico este mes,ingreso
me entraron cuatrocientos sesenta,ingreso
he pagado dos mil ciento setenta y uno con sesenta y cuatro euros en el seguro del coche recientemente,gasto
me cayó mil setecientos,ingreso
cobré veinticinco euros por,ingreso
pagué cuatro mil ochocientos ochenta y seis euros por el dentista,gasto
euros de nómina me ingresaron dos mil once,ingreso
recibí cuatrocientos cuarenta y ocho euros de una beca,ingreso
web esta semana cobré cuatro mil doscientos trece euros por un proyecto de desarrollo,ingreso
euros por nómina ingresé tres mil novecientos noventa y dos con doce,ingreso
cobré dos mil quinientos,ingreso
me han pagado mil trescientos cincuenta euros por el proyecto de desarrollo web,ingreso
niñera en enero aboné setenta y cinco euros de la,gasto
cobré nueve euros por,ingreso
del gas ayer aboné doscientos cincuenta con cuatro euros en la factura,gasto
gasté doscientos veinte euros,gasto
una subvención ayer me entraron dieciocho con veinticuatro euros de,ingreso
me han transferido noventa,ingreso
me han cargado catorce,gasto
recibí dos mil ochocientos euros de indemnización laboral,ingreso
me cayó más o menos ciento cincuenta y nueve con sesenta y cinco euros de un premio pequeño por fin,ingreso
en el alquiler me cobraron setecientos veinte euros,gasto
he percibido ciento tres,ingreso
se fueron ciento cuarenta,gasto
euros por nómina ingresé mil ochocientos cuarenta,ingreso
cobré dos mil novecientos,ingreso
me cobraron cincuenta y ocho con nueve euros para pagar libros,gasto
en la compra he pagado mil ciento cuarenta y tres euros,gasto
de una beca recibí ciento treinta y seis con ochenta y seis euros,ingreso
en el coche he desembolsado ciento veinticinco con veinticuatro euros,gasto
he percibido dos mil ochocientos cuarenta y dos euros por un bonus,ingreso
me pagaron mil quince,ingreso
el otro día he recibido cuatro mil novecientos cuarenta y ocho euros por el trabajo de diseño,ingreso
ayuda al alquiler me han ingresado doscientos treinta euros de la,ingreso
aboné tres mil cuatrocientos,gasto
me han cargado dos mil veintidós euros de un taxi ayer,gasto
me hicieron un ingreso,ingreso
me costó mil novecientos,gasto
solté dos mil ochocientos,gasto
abono sesenta y cinco euros al mes en suscripciones,gasto
me han pagado doscientos,ingreso
cobré mil setecientos cincuenta euros de nómina la semana pasada,ingreso
recibí dos mil trescientos,ingreso
me han pagado mil,ingreso
me costó dos mil cuarenta y seis con treinta y siete euros electricidad,gasto
he desembolsado tres mil cuatrocientos cincuenta y cinco euros con flores en febrero,gasto
cobré tres mil seiscientos,ingreso
se me fueron dos,gasto
semana este trimestre he pagado tres mil sesenta y seis euros de una escapada de fin de,gasto
gasté cuarenta y cinco euros en el corte inglés,gasto
ibi hace poco invertí mil treinta y uno con noventa y ocho euros por el,gasto
desembolsé doscientos sesenta con,gasto
recibí mil ciento ochenta y seis con nueve euros de una beca,ingreso
he desembolsado tres mil,gasto
de un proyecto me ingresaron mil ciento treinta y uno euros,ingreso
me costó cuarenta y,gasto
me pagaron ochocientos ochenta,ingreso
se me fueron trescientos,gasto
por una reparación pagué tres mil seiscientos doce euros,gasto
vuelo hace poco se fueron seiscientos ochenta y cinco euros con un,gasto
me tocó pagar cuatrocientos,gasto
de una venta recibí mil cuatrocientos noventa y seis euros,ingreso
una deuda pendiente he percibido mil seiscientos cincuenta y nueve euros por,ingreso
me abonó novecientos veintidós euros de la devolución del seguro este mes,ingreso
me costó dos mil,gasto
dividendos por fin me han transferido en total cuatro mil ciento sesenta euros de,ingreso
tuve que pagar cincuenta y nueve euros para pagar el impuesto de circulación,gasto
he percibido al final mil euros por el trabajo de diseño,ingreso
en el supermercado he desembolsado tres mil setecientos cincuenta y dos con cincuenta y ocho euros,gasto
de el alquiler aboné cuatro mil ciento treinta y nueve con once euros,gasto
me han pagado los,ingreso
cobré dos mil ciento,ingreso
se me fueron cuatro mil quinientos ochenta y seis euros en una suscripción,gasto
apuesta ganada hoy percibí trescientos veinte euros por una,ingreso
se me fueron cuatro,gasto
he percibido cuatro mil,ingreso
me han transferido mil,ingreso
de el supermercado aboné setecientos sesenta y nueve con once euros,gasto
pagué cuatro mil setecientos setenta y cuatro con cincuenta y cuatro euros por el alquiler,gasto
viejo por fin obtuve al final mil doscientos cincuenta y cuatro euros por vender el móvil,ingreso
me abonaron setecientos euros de paga extraordinaria,ingreso
revisión del coche me dejé cincuenta euros esta semana en la,gasto
ingresé dos mil setecientos quince con treinta y siete euros por una devolución,ingreso
recibí cuatro mil ciento,ingreso
me han pagado ochocientos euros por el diseño del logo,ingreso
ingresé mil novecientos setenta,ingreso
se me fueron mil,gasto
un trabajo freelance ingresé trescientos cincuenta y ocho con noventa y tres euros por,ingreso
he desembolsado cuatrocientos cincuenta,gasto
en un tren se fueron doscientos trece con ochenta y siete euros ayer,gasto
las gafas nuevas me costaron doscientos ochenta euros,gasto
agua en marzo invertí setecientos sesenta y siete euros de la factura del,gasto
me han abonado sesenta y nueve con noventa y uno euros de una beca,ingreso
para mi madre gasté noventa euros en la farmacia,gasto
ingresé tres mil ochocientos,ingreso
he abonado doscientos treinta,gasto
me han cobrado veinticinco,gasto
vacaciones este mes me han transferido mil trescientos diez euros de la liquidación de,ingreso
en el alquiler me cobraron tres mil novecientos treinta con dieciocho euros,gasto
me cobraron trescientos cuarenta y uno con setenta y cuatro euros en gasolina,gasto
por una transferencia cobré tres mil ochocientos dos euros,ingreso
tuve que pagar quinientos,gasto
he pagado tres mil,gasto
por una herencia ingresé setecientos ochenta y cinco con noventa y siete euros,ingreso
euros de ropa aboné cuatro mil cuarenta con diez,gasto
aboné mil novecientos cuatro con cincuenta y cinco euros de una reparación,gasto
he percibido cuatro mil doscientos setenta y siete con cuarenta y cinco euros por un trabajo freelance,ingreso
me pagaron al final trescientos treinta y cuatro euros de una venta en vinted,ingreso
me ingresaron cuatrocientos dieciséis,ingreso
me abonaron doscientos cincuenta euros de devolución de viaje cancelado,ingreso
me llegó la transferencia de mil quinientos euros del alquiler,ingreso
me dejé trescientos dieciséis euros por un taxi en abril,gasto
solté noventa y uno,gasto
se fueron doscientos trece,gasto
por el electricista desembolsé casi dos mil cuatrocientos euros,gasto
he desembolsado mil seiscientos treinta con once euros en el coche,gasto
me pagaron dos mil,ingreso
de el supermercado aboné cuatro mil seiscientos ochenta y dos con cincuenta y tres euros,gasto
un ordenador nuevo solté seiscientos setenta y siete euros este mes en,gasto
solté veintiuno euros este,gasto
he percibido setecientos setenta y siete con sesenta y nueve euros por una beca,ingreso
pagué setecientos cincuenta y uno con setenta euros por el alquiler,gasto
he pagado cuatrocientos treinta,gasto
me han abonado cuatro mil ochocientos nueve euros de un proyecto,ingreso
me han devuelto ciento,ingreso
de la compra aboné cuatro mil doscientos setenta y cinco con treinta y cinco euros,gasto
se me fueron mil seiscientos veintinueve con treinta y nueve euros en el gimnasio,gasto
pagué doscientos cincuenta euros,gasto
he desembolsado mil cuatrocientos,gasto
he ganado dos euros por la switch que he vendido,ingreso
recibí cuatro mil doscientos,ingreso
he percibido dos mil doscientos ochenta y nueve con veinticinco euros por un bonus,ingreso
me han pasado setecientos euros del recibo del colegio,gasto
he abonado cuatrocientos cincuenta,gasto
me gasté cuatro mil,gasto
bici esta semana recibí novecientos cincuenta y siete euros por vender una,ingreso
euros de intereses recibí casi veinte,ingreso
euros en electricidad he pagado dos mil seiscientos treinta y siete con noventa y cinco,gasto
me ingresaron seiscientos cuarenta con veintidós euros por una asesoría hoy,ingreso
pagué cuatro mil trescientos setenta y dos con treinta y cinco euros por un vuelo,gasto
me costó mil seiscientos,gasto
he gastado novecientos ochenta y tres euros para pagar el cerrajero,gasto
se me fueron cuatro mil ciento ochenta y dos euros en el alquiler,gasto
ingresé cuatro mil setecientos cuarenta con ochenta y cinco euros por un proyecto,ingreso
he tenido que abonar diecisiete euros en un fontanero esta mañana,gasto
una consulta médica me tocó pagar mil seiscientos cuarenta y siete con veintidós euros ayer en,gasto
ingresé dos mil ochocientos cincuenta y siete con noventa y siete euros por una venta,ingreso
seguro del coche se me fueron setenta y nueve euros este mes en el,gasto
he tenido que abonar,gasto
ingresé cuatro mil setecientos setenta euros por una venta,ingreso
de un vecino me pagaron ochenta y ocho euros por reparar el ordenador,ingreso
le mandé cincuenta euros,gasto
pedro por bizum le mandé cincuenta euros a,gasto
por un proyecto me pagaron setecientos noventa y tres euros,ingreso
he pagado mil seiscientos veintinueve euros en el supermercado,gasto
me costó mil novecientos noventa y siete euros una reparación,gasto
online hace poco se fueron tres mil trescientos noventa y ocho euros con un curso,gasto
acabé pagando cuatrocientos cincuenta y cinco euros esta semana en diésel,gasto
me pagaron ciento setenta y seis con ochenta y seis euros por un trabajo freelance,ingreso
me han pagado aproximadamente mil novecientos cuarenta y tres con noventa y siete euros de un bono de fidelidad,ingreso
de intereses recientemente cobré cuatro mil cuatrocientos uno euros,ingreso
ayuda municipal recientemente he cobrado mil doscientos sesenta y ocho euros de una,ingreso
se me fueron seiscientos diez euros con aparcamiento durante el finde,gasto
he percibido mil trescientos treinta y nueve con noventa y ocho euros por un proyecto,ingreso
me han cobrado noventa y nueve euros de icloud,gasto
de una ayuda recibí tres mil doscientos cincuenta con setenta y dos euros,ingreso
por una beca he percibido tres mil trescientos ochenta y siete euros,ingreso
me ingresaron mil quinientos veintiocho euros de una herencia,ingreso
pagar el alquiler me costó tres mil ochocientos noventa y tres euros para,gasto
recibí tres mil euros,ingreso
por una ayuda me pagaron cuatro mil cuatrocientos cincuenta y seis con cincuenta y nueve euros,ingreso
en el dentista he desembolsado mil seiscientos cuarenta y ocho con treinta y siete euros,gasto
me han transferido cuatrocientos,ingreso
el mes pasado solté trescientos once euros en la cena,gasto
por una devolución ingresé setecientos seis euros,ingreso
en la gestoría me dejé en total ciento tres euros,gasto
me entraron dos mil,ingreso
se me fueron cuatro mil quinientos setenta y cinco con sesenta y ocho euros en gasolina,gasto
me cayó más o,ingreso
por un proyecto ingresé dos mil trescientos treinta y uno con noventa y siete euros,ingreso
aboné quinientos cincuenta y ocho con cincuenta y cinco euros de el alquiler,gasto
me gasté cuatro mil,gasto
me dejé en total,gasto
me cayó cuatro mil sesenta y ocho euros de una venta en wallapop recientemente,ingreso
ingresé mil ochocientos cuarenta,ingreso
en un vuelo me cobraron ciento treinta y cuatro euros,gasto
en una suscripción me gasté mil trescientos veintidós con veintiocho euros,gasto
he recibido ciento noventa con sesenta y dos euros del alquiler vacacional,ingreso
en la niñera desembolsé doscientos sesenta con diecinueve euros esta semana,gasto
euros en netflix he pagado mil cuatrocientos treinta con siete,gasto
me han transferido cuatrocientos,ingreso
una encuesta remunerada me han pagado cuatrocientos cincuenta y uno con diez euros de,ingreso
he percibido cuatro mil quinientos cuarenta con cuarenta y seis euros por una herencia,ingreso
me han abonado dos,ingreso
me gasté cuatro mil cuatrocientos setenta y dos con dieciséis euros en netflix,gasto
fin de semana pagamos doscientos cuarenta y ocho con ochenta y dos euros ayer en una escapada de,gasto
euros en gasolina me gasté cuatro mil ochocientos cinco con trece,gasto
recibí mil setecientos diecinueve,ingreso
de una beca recibí mil novecientos dieciséis con veintidós euros,ingreso
me dejé tres mil,gasto
recibí tres mil ciento doce con cincuenta euros de una herencia,ingreso
hace unos días se fueron cincuenta y cuatro euros con la factura de la luz,gasto
me ingresaron cuatro mil,ingreso
he desembolsado cuatro mil,gasto
euros de gasolina aboné tres mil novecientos sesenta y siete,gasto
un trabajo freelance me pagaron dos mil novecientos cincuenta y uno euros por,ingreso
me pagaron ciento setenta,ingreso
de bonus trimestral me abonaron mil doscientos euros,ingreso
me costó sesenta y tres euros para pagar la farmacia,gasto
veterinario esta mañana tuve que pagar cuatro mil doscientos cincuenta y cinco euros con el,gasto
me pagaron tres mil,ingreso
en vinted hoy me han pagado doscientos setenta y tres euros de una venta,ingreso
me ingresaron trescientos setenta,ingreso
me costó dos mil,gasto
obtuve cincuenta y uno euros por una deuda pendiente hoy,ingreso
comisión por transferencia me han cargado ocho euros de,gasto
me gasté quinientos veintidós euros en electricidad,gasto
me ingresaron tres mil quinientos cincuenta y nueve con cuarenta y seis euros de una ayuda,ingreso
cobré tres mil doscientos,ingreso
en el dentista se me fueron tres mil cincuenta y cuatro con trece euros,gasto
he desembolsado dos mil cuatrocientos sesenta euros en una suscripción,gasto
veterinario este mes me cobraron ochenta y uno euros de el,gasto
pagué tres mil tres,gasto
me dejé cuarenta y,gasto
me han pagado cuatrocientos cincuenta euros por el artículo,ingreso
apuesta ganada ayer recibí mil quinientos dieciséis euros por una,ingreso
semana este año he tenido que abonar doscientos cuarenta con dieciséis euros de una escapada de fin de,gasto
recibí cuatro mil cincuenta y uno con noventa y ocho euros de nómina,ingreso
consultoría esta semana me entraron nueve euros por trabajo de,ingreso
se me fueron mil quinientos sesenta y uno con dos euros este mes en una escapada de fin de semana,gasto
me han cargado cuarenta,gasto
gasté doce euros en,gasto
ocho euros electricidad me costó dos mil ciento noventa y ocho con noventa y,gasto
me pagaron novecientos siete,ingreso
de un bonus me han abonado tres mil doscientos cuarenta y tres con treinta euros,ingreso
un trabajo freelance cobré trescientos setenta y uno con cuarenta y cuatro euros por,ingreso
ingresé tres mil cuatrocientos setenta y siete con sesenta y tres euros por una venta,ingreso
taller del coche se me fueron tres mil ochocientos cincuenta y dos euros para pagar el,gasto
por el alquiler pagué setecientos cincuenta y uno con setenta euros,gasto
seguro esta semana me entraron noventa y cinco euros de la devolución del,ingreso
me entraron mil quinientos,ingreso
de desarrollo web me abonó alrededor de mil ochocientos catorce con setenta y dos euros por un proyecto,ingreso
el ibi hoy pagué novecientos dieciocho euros de,gasto
me dejé ochenta y,gasto
he gastado cuatrocientos cincuenta,gasto
se me ingresaron dos mil treinta y tres con noventa y cuatro euros por referir a un cliente el mes pasado,ingreso
ingresé dos mil quinientos,ingreso
pagado quinientos euros me han,ingreso
he desembolsado tres mil,gasto
reparar el tejado se fueron doscientos cincuenta y cuatro con dos euros ayer en,gasto
un trabajo freelance ingresé mil ochocientos cuarenta y seis con setenta y seis euros por,ingreso
me pagaron dos mil,ingreso
me costó cinco euros el café y el cruasán,gasto
que me debían me abonaron aproximadamente doscientos seis con catorce euros de un bizum,ingreso
de treinta euros le he pasado un bizum a marco,gasto
obtuve cincuenta y uno,ingreso
me ingresaron ciento veintiuno con sesenta y cinco euros de un bonus,ingreso
he desembolsado tres mil,gasto
por una devolución he percibido cuatrocientos doce con setenta y uno euros,ingreso
me ingresaron dos mil,ingreso
gasté doscientos veinte euros en una escapada de fin de semana,gasto
aboné dos mil trescientos,gasto
he desembolsado mil doscientos,gasto
me han pagado más,ingreso
me han abonado cuarenta,ingreso
de una suscripción aboné trescientos quince con cincuenta y tres euros,gasto
me han cargado tres mil doscientos cuarenta y cinco euros por la cuota del club esta mañana,gasto
recibí tres mil doscientos veinte con cuarenta y nueve euros de una venta,ingreso
me han pagado aproximadamente,ingreso
gasté cuatrocientos ochenta euros en un móvil de segunda mano,gasto
entraron setecientos diecisiete euros del alquiler vacacional recientemente,ingreso
pagué catorce euros de gasolina hace poco,gasto
videojuegos esta semana desembolsé treinta y tres euros con,gasto
cine este año he pagado mil doscientos sesenta euros con,gasto
acabé pagando trescientos veinticinco,gasto
me han abonado dos mil quinientos treinta y tres euros de una transferencia,ingreso
percibí trescientos cuarenta y ocho euros por impartir un curso hoy,ingreso
cobré cuatro mil cuatrocientos,ingreso
cobré cincuenta y cinco euros por vender libros en wallapop,ingreso
en un vuelo he desembolsado tres mil doscientos cuarenta y cinco con ochenta y uno euros,gasto
recibí tres mil euros de la liquidación de vacaciones,ingreso
por una transferencia ingresé tres mil treinta con catorce euros,ingreso
la semana pasada pagué cuarenta y ocho euros en el taller del coche,gasto
me han pagado novecientos setenta euros por el curso que impartí,ingreso
euros en zara gasté sesenta,gasto
euros de nómina me han abonado cuatro mil ciento sesenta y tres con sesenta y seis,ingreso
pagué mil quinientos ochenta y ocho con sesenta y nueve euros por una cena,gasto
un trabajo freelance recibí tres mil seiscientos trece con noventa euros de,ingreso
se me fueron trescientos ochenta con ochenta y tres euros en un vuelo,gasto
me han cargado tres mil doscientos cincuenta y siete euros ayer en un portátil,gasto
en el alquiler he pagado dos mil ciento sesenta y ocho euros,gasto
en el supermercado he desembolsado cuatro mil trescientos setenta y dos con treinta euros,gasto
vuelos para navidad pagué seiscientos euros de,gasto
gasté setenta euros en,gasto
me costó ciento cuarenta,gasto
el pan me ha,gasto
la comida fuera tuve que pagar cuatrocientos setenta y siete con noventa y seis euros para pagar,gasto
cobré tres mil seiscientos veintiuno con trece euros por un trabajo freelance,ingreso
recibí doscientos cincuenta euros de mi abuelo por mi cumpleaños,ingreso
online en marzo he cobrado mil quinientos siete euros por tutorías,ingreso
invertí novecientos treinta euros esta semana en un concierto,gasto
me cobraron seiscientos con,gasto
me costó cincuenta y cinco euros este mes en un regalo,gasto
he cobrado mil quinientos siete euros por tutorías online en marzo,ingreso
aboné noventa y cinco euros por el veterinario en abril,gasto
ingresé al final mil,ingreso
cobré tres mil novecientos noventa y siete euros por una herencia,ingreso
por un proyecto me pagaron tres mil setenta y cuatro euros,ingreso
me han abonado noventa,ingreso
me costaron cuarenta euros las zapatillas en las rebajas,gasto
pagué quinientos sesenta y,gasto
me pagaron ciento noventa,ingreso
recibí tres mil quinientos cincuenta y ocho euros de una venta,ingreso
de nómina ayer percibí doscientos cincuenta y uno euros,ingreso
en el electricista me han cargado doscientos cuarenta y uno euros este mes,gasto
me han cargado cuatro,gasto
en el gimnasio he desembolsado dos mil seiscientos treinta y siete con noventa y cinco euros,gasto
cobré ochocientos diecinueve euros,ingreso
en un vuelo me cobraron dos mil quinientos veintiséis con noventa y uno euros,gasto
he abonado cuatrocientos cincuenta euros de cuota de gimnasio anual,gasto
he percibido tres mil quinientos sesenta y nueve euros por una beca,ingreso
me entraron mil quinientos cuarenta y seis euros por vender el móvil viejo la semana pasada,ingreso
gasté veinticinco euros en el mercadillo,gasto
me han mandado ciento ochenta euros por el bizum de la cena,ingreso
uno euros ropa me costó novecientos setenta y,gasto
pagué tres mil ciento seis con sesenta y siete euros por gasolina,gasto
un trabajo freelance recibí cuatro mil quinientos cuarenta con treinta y ocho euros de,ingreso
me abonó sesenta y cinco euros de la venta de libros usados ayer,ingreso
me llegaron setenta euros de la apuesta del fútbol,ingreso
tuve que pagar trescientos,gasto
de una reparación aboné mil novecientos cuatro con cincuenta y cinco euros,gasto
euros en medicamentos me han cargado alrededor de sesenta y dos,gasto
de una transferencia me han abonado ciento diecisiete con veintiocho euros,ingreso
recibí mil seiscientos ochenta,ingreso
ingresé cuatro mil setecientos,ingreso
me pagaron cuatro mil trescientos setenta y nueve con quince euros por un bonus,ingreso
he cobrado doscientos noventa y dos euros de comisión por ventas este mes,ingreso
por una ayuda he percibido tres mil ochocientos cincuenta y seis con setenta euros,ingreso
me han cargado cincuenta,gasto
en el mercadillo gasté veinticinco euros,gasto
me han abonado tres mil seiscientos nueve euros de una transferencia,ingreso
desembolsé ciento veintisiete con noventa y ocho euros por el ibi,gasto
de una bonificación ingresé tres mil novecientos cincuenta y nueve euros,ingreso
me hicieron un ingreso,ingreso
por un proyecto cobré tres mil ciento noventa con ochenta euros,ingreso
ingresé dos mil novecientos noventa y seis con sesenta euros por una transferencia,ingreso
he pagado cuatro mil ciento sesenta y nueve con cincuenta y ocho euros en una cena,gasto
en un vuelo he desembolsado tres mil setecientos ochenta y cuatro con sesenta y cinco euros,gasto
