oracion,etiqueta
hace unos días,gasto
de una herencia me han abonado tres mil seiscientos trece euros,ingreso
por una beca me pagaron seiscientos cincuenta y cinco euros,ingreso
de un bonus me han abonado cuatrocientos noventa y dos con noventa y tres euros,ingreso
inglés me cobraron setecientos treinta y nueve euros esta semana en clases de,gasto
me llegaron ciento cincuenta,ingreso
he desembolsado tres,gasto
me gasté cuatro,gasto
he pagado mil,gasto
y con de cuarenta y seis aboné euros sesenta siete una novecientos,gasto
euros de nómina recibí cuatro mil doscientos once con treinta y dos,ingreso
recibí ciento cincuenta euros de regalo de cumpleaños,ingreso
ganada este mes me abonaro dos mil cuatrocientos siete euros por una apuesta,ingreso
de veintitrés aboné tres euros y con una suscripción tres mil trescientos,gasto
he desembolsado mil,gasto
venta me han abonado ciento ochenta y ocho euros de una,ingreso
finde gasté doscientos veintisiete euros por la cena durante el,gasto
durante el finde,gasto
me han abonado,ingreso
por la cena me mandaron un bizum de cincuenta euros,ingreso
en una reparación,gasto
pagué trescientos noventa,gasto
multa de tráfico,gasto
he desembolsado cuatro,gasto
entraron quinientos treinta y,ingreso
uno euros gasolina,gasto
cobré seiscientos ochenta y cinco con sesenta y siete euros por nómina,ingreso
recibí cuatro mil doscientos,ingreso
pagado alrededor de mil trescientos noventa y tres con setenta y cuatro euros de bonus trimestral me han,ingreso
mes he gastado treinta euros en libros este,gasto
setenta y ocho euros de flores el viernes desembolsé setecientos,gasto
transferencia ingresé dos mil novecientos noventa y seis con sesenta euros por una,ingreso
ingresé tres mil ochocientos,ingreso
por una apuesta,ingreso
se me ingresaro doscientos quince con cuarenta y seis euros de regalo de cumpleaños,ingreso
mil cuatrocientos treinta y tres euros de gasolina aboné tres,gasto
aboné tres mil novecientos sesenta y seis euros de el gimnasio,gasto
me gasté dos mil seiscientos catorce euros en electricidad,gasto
el mil tres euros en se fueron alquiler tres seiscientos,gasto
de una suscripción,gasto
me han abonado dos,ingreso
el otro día me han pagado cuatrocientos ocho con cuarenta y uno euros de la prestación por desempleo,ingreso
ayer en ropa,gasto
me abonaro tres mil novecientos cuarenta y cuatro euros de pensión de viudedad hoy,ingreso
he desembolsado tres mil,gasto
me han abonado sesenta y nueve con noventa y uno euros de una beca,ingreso
autónomo por fin he ingresado casi cuatrocientos veinte con cincuenta y nueve euros de honorarios como,ingreso
setenta me tres y quinientos mil seis veintinueve euros gimnasio costó el,gasto
he pagado tres,gasto
he desembolsado cuatrocientos,gasto
me ingresaron ochocientos,ingreso
gasté setenta en me y cuatro mil cuatro con dos euros novecientos,gasto
he desembolsado mil doscientos,gasto
ingresé tres mil,ingreso
ropa me costó novecientos noventa y dos euros,gasto
gasolina once quinientos y dos euros sesenta pagué con,gasto
mil euros por nómina cuarenta ochocientos,ingreso
de y una nueve beca con ciento ochenta euros mil seis,ingreso
lavadora esta tarde,gasto
por he recientemente clases veintinueve percibido particulares con veintiséis cuatrocientos dar,ingreso
me ingresaron tres,ingreso
me abonó alrededor de,ingreso
por una ayuda me cayeron dos mil ochocientos veintiocho euros,ingreso
desembolsado mil he euros dos con doscientos en trece vuelo,gasto
recibí mil ciento setenta con setenta euros de una transferencia,ingreso
fueron tres mil seiscientos cincuenta y ocho con cincuenta y uno euros en netflix se me,gasto
uno y final netflix al ochenta quinientos euros por me,gasto
netflix aboné mil quinientos diecinueve con veinte euros de,gasto
seiscientos uno euros en la compra he desembolsado,gasto
me pagaron novecientos,ingreso
recibí trescientos treinta euros,ingreso
cuatrocientos mil euros tres treinta aboné de y tres,gasto
de cumpleaños recientemente me pagaro novecientos siete euros de regalo,ingreso
salario cuatro recibí hace poco mil once doscientos euros,ingreso
ciento doce con catorce euros por un artículo publicado este mes he cobrado,ingreso
desembolsé dos mil,gasto
mes en impuestos,gasto
gimnasio me gasté cuarenta y cuatro con sesenta y siete euros en el,gasto
vender una bici,ingreso
gasté doscientos veinte euros,gasto
cuatro mil sesenta y devolución por euros quinientos me una pagaron,ingreso
euros una cena me costó tres mil quinientos seis con setenta y tres,gasto
me han soltado quinientos,ingreso
mil con en abonar autónomo treinta euros tenido del la que he cuota este novecientos dos,gasto
me gasté setecientos treinta,gasto
dos con costó y diez tres sesenta mil euros me ciento cena,gasto
cuarenta y ocho con ochenta y dos euros ayer en una escapada de fin de semana pagamos doscientos,gasto
he pagado mil trescientos cincuenta y uno con sesenta y ocho euros en electricidad,gasto
unas gafas nuevas,gasto
trimestre me tocó pagar cuatrocientos treinta y cuatro con cincuenta y seis euros con el súper este,gasto
recibí ciento treinta y seis con ochenta y seis euros de una beca,ingreso
he soltado dos mil,gasto
recientemente me han cargado cuatro mil seiscientos treinta y uno euros en un portátil,gasto
coche tuve que pagar unos tres mil quinientos setenta y ocho euros por la revisión del,gasto
me gasté tres,gasto
recientemente euros un móvil veintiocho desembolsado por he nuevo,gasto
me entraron ochenta,ingreso
he cobrado cuatro mil setecientos sesenta y cinco euros de salario,ingreso
aboné mil setecientos noventa y uno euros de el coche,gasto
al final quinientos ochenta y uno euros por netflix me dejé,gasto
mil trescientos treinta y seis euros por un trabajo freelance cobré tres,ingreso
en una revista cobré sesenta euros por un artículo publicado,ingreso
he soltado diecinueve euros de amazon prime,gasto
banco me abonaron cuatrocientos veinte euros de bono de fidelidad del,ingreso
se me ingresaro dos mil treinta y tres con noventa y cuatro euros por referir a un cliente el mes pasado,ingreso
y he cuatrocientos unos cuarenta compra euros devolución cobrado una mil una de seis,ingreso
habitación este mes,ingreso
en el fisioterapeuta me costó seiscientos veinticuatro euros esta semana,gasto
he por y treinta editar un ingresado nueve vídeo novecientos,ingreso
cuatrocientos seis con cincuenta y cuatro euros por un proyecto me pagaron,ingreso
me han abonado,ingreso
me cayeron unos trescientos,ingreso
me gasté cuatro,gasto
ayer gasté en quinientos acondicionado mil euros aire dos,gasto
cobré ciento veinticuatro,ingreso
me costó tres,gasto
ochenta y cuatro euros por el proyecto freelance me ingresaron,ingreso
ingresado cuatrocientos euros de la prestación me han,ingreso
me ingresaron ciento ochenta euros de la devolución del seguro,ingreso
fin obtuve al final mil doscientos cincuenta y cuatro euros por vender el móvil viejo por,ingreso
he percibido cuatrocientos,ingreso
euros de nómina se me ingresaro aproximadamente mil ochocientos veintiocho con treinta y tres,ingreso
me hicieron un ingreso,ingreso
taxi en abril,gasto
euros de laura,ingreso
euros tres cuatro mil nueve de cincuenta sesenta setecientos y una venta y me ingresaron,ingreso
este euros periódico sesenta cuatro dos por al pagamos suscripción y la mil quinientos,gasto
en el coche,gasto
freelance y el euros me cuatro proyecto ingresaron ochenta,ingreso
por una venta me cayeron tres mil ochocientos setenta y ocho con trece euros,ingreso
paga abonaron extraordinaria setecientos euros de,ingreso
pequeño por fin,ingreso
y por me el cincuenta han euros cargado reparar unos seis,gasto
me ingresaro treinta y,ingreso
en el dentista he soltado mil setecientos noventa y seis con cuarenta y uno euros,gasto
recibo del agua,gasto
euros de netflix,gasto
me costó doscientos noventa y cinco con cuarenta y seis euros el gimnasio,gasto
freelance me ingresaron ochenta y cuatro euros por el proyecto,ingreso
tejado se fueron doscientos cincuenta y cuatro con dos euros ayer en reparar el,gasto
aboné dos mil,gasto
cobré cuatro mil,ingreso
euros de salario he cobrado cuatro mil setecientos sesenta y cinco,ingreso
novecientos cuarenta y nueve con treinta y uno euros por el dentista pagué mil,gasto
pagamos cuatrocientos veintitrés,gasto
me han abonado,ingreso
gaste doscientos,gasto
se me ingresaro unos,ingreso
he soltado mil ciento,gasto
he percibido tres,ingreso
me costó cuatrocientos,gasto
cargado euros sesenta en han ayer me del uno trescientos coche batería y,gasto
me ingresaron novecientos,ingreso
abril me dejé trescientos dieciséis euros por un taxi en,gasto
me cobraron mil novecientos sesenta con quince euros en un vuelo,gasto
trescientos euros siete por y y con he setenta percibido una ayuda cuatro,ingreso
me pagaro novecientos siete euros de regalo de cumpleaños recientemente,ingreso
coche he desembolsado ciento veinticinco con veinticuatro euros en el,gasto
he pagado cuatro mil,gasto
recibí dos mil ochenta,ingreso
cobré tres mil,ingreso
cuarenta con setenta y ocho euros por la suscripción al periódico aboné quinientos,gasto
me cobraron cien,gasto
de viaje cancelado me abonaron doscientos cincuenta euros de devolución,ingreso
mil veinticuatro abonado ochenta euros han de venta me con cuatro una,ingreso
fin me han transferido cuatrocientos noventa y ocho con cincuenta y siete euros por horas extra por,ingreso
se me fueron mil,gasto
cinco la me han del y apuesta por euros mundial cincuenta,ingreso
me ingresaron mil,ingreso
factura para luz setenta cinco pagar y de la euros ciento la,gasto
compra he desembolsado seiscientos uno euros en la,gasto
un en quinientos mil desembolsé euros ordenador,gasto
he desembolsado doscientos,gasto
recibí mil setecientos noventa,ingreso
he gastado novecientos,gasto
invertí ochenta y nueve,gasto
me ingresaron dos mil doscientos catorce con treinta y uno euros de un proyecto,ingreso
en el supermercado he desembolsado tres mil setecientos cincuenta y dos con cincuenta y ocho euros,gasto
me han transferido,ingreso
tres mil setecientos cincuenta euros de una herencia me entraron,ingreso
he pagado seiscientos,gasto
pagado doscientos sesenta y uno con cincuenta y cuatro euros de honorarios como autónomo hoy me han,ingreso
metido en cuenta novecientos euros de la beca me han,ingreso
mes me han transferido noventa y seis euros por el proyecto freelance este,ingreso
me han transferido mil,ingreso
me pagaron cuatro,ingreso
me cayó mil,ingreso
beca cobré mil cincuenta y nueve con sesenta y cuatro euros por una,ingreso
pequeño por fin,ingreso
me cobraron ciento noventa,gasto
me costó cincuenta,gasto
pagué diecinueve euros,gasto
cobré doscientos euros por vender la switch,ingreso
habitación esta semana,ingreso
por una transferencia me pagaron cuatro mil cincuenta y ocho euros,ingreso
pagué ciento nueve,gasto
particulares en febrero me cayeron veintidós euros por dar clases,ingreso
euros el coche me costó mil quinientos quince,gasto
me han pagado seiscientos,ingreso
devolución de hacienda recibí quinientos euros de,ingreso
he cobrado unos,ingreso
en el cerrajero,gasto
se me fueron,gasto
pagué ciento cincuenta y cinco euros ayer en una matrícula universitaria,gasto
de la tarjeta,ingreso
tuve que pagar,gasto
por tutorías online,ingreso
y electricidad quinientos ocho mil veintidós con costó setenta cuatro me,gasto
he pagado mil sesenta y cinco con treinta y ocho euros en una cena,gasto
gasté trescientos doce euros,gasto
me cobraro seiscientos con ochenta y tres euros en ropa,gasto
recibí cuatro mil ochocientos doce con cinco euros de un proyecto,ingreso
me gasté cuatro mil novecientos treinta y cuatro con noventa y seis euros en gasolina,gasto
seguro por fin me ingresaron cuatrocientos dieciséis euros de la devolución del,ingreso
treinta y uno con noventa y ocho euros por el ibi hace poco invertí mil,gasto
cincuenta setecientos euros de con un abonado han proyecto,ingreso
cena he pagado cuatro mil ciento sesenta y nueve con cincuenta y ocho euros en una,gasto
euros reparación novecientos mil desembolsado veintiséis he una,gasto
y una costó mil siete noventa euros me reparación,gasto
he recibido ochenta y,ingreso
me han pagado,ingreso
de una cena,gasto
de una ayuda,ingreso
cargado la setecientos fuera y cinco semana han comida sesenta me en euros,gasto
por un proyecto me pagaron mil novecientos ochenta con cuarenta y ocho euros,ingreso
tarde me han cargado novecientos noventa y siete euros en la lavadora esta,gasto
me pagaron dos,ingreso
seguro me han pasado el recibo de ciento veinte euros del,gasto
euros en electricidad,gasto
recibí un de cinco mil proyecto cuatro con euros ochocientos,ingreso
me abonó más,ingreso
recibí cuatrocientos sesenta,ingreso
he pagado diecinueve euros,gasto
cobré mil treinta y,ingreso
una asesoría recientemente se me ingresaron novecientos veinticinco euros por,ingreso
me abonaron mil,ingreso
fin de semana gasté doscientos veinte euros en una escapada de,gasto
me cobraron tres,gasto
nómina cobré seiscientos ochenta y cinco con sesenta y siete euros por,ingreso
me pagaron mil ciento nueve con noventa y cuatro euros por una venta,ingreso
mes en ropa,gasto
un trabajo freelance me pagaro quinientos veinte euros por,ingreso
aboné el ciento ocho y euros treinta del coche durante revisión finde la,gasto
venta me han abonado cuatro mil seiscientos veinticuatro con ochenta euros de una,ingreso
me pagaron mil novecientos sesenta con noventa y tres euros por una ayuda,ingreso
por cuatro euros setenta ingresé setecientos venta mil,ingreso
cobré tres mil seiscientos,ingreso
he pagado dos mil,gasto
aboné tres mil cuatrocientos cincuenta y nueve con noventa y cinco euros de el dentista,gasto
he gastado más o menos doscientos noventa y dos euros por una impresora,gasto
bruto por fin entraron casi ciento sesenta y cuatro euros de salario,ingreso
me han devuelto,ingreso
mil novecientos euros esta quincena he cobrado,ingreso
reparación aboné mil novecientos noventa y dos con setenta y cinco euros de una,gasto
me pagaron cuatro mil cuatrocientos veintisiete con noventa y tres euros por una venta,ingreso
hoy habitación nueve alquilar ochenta por y recibido una he,ingreso
plus me han cargado veintinueve euros de disney,gasto
cena me costó tres mil quinientos seis con setenta y tres euros una,gasto
el mes pasado,ingreso
me pagaron novecientos,ingreso
por desempleo recientemente he ingresado ciento seis con siete euros de la prestación,ingreso
me abonaro setecientos euros de paga extraordinaria,ingreso
me costó doscientos noventa,gasto
me han pasado dinero,ingreso
he desembolsado seiscientos veinticuatro euros esta semana en cine,gasto
pagado ochocientos euros por el diseño del logo me han,ingreso
ayuda euros y cuarenta doscientos nueve una recibí,ingreso
setecientos cuarenta y tres con quince euros el dentista me costó,gasto
devolución cobré cuatro mil cuatrocientos cuarenta y dos con veintiséis euros por una,ingreso
euros en electricidad he soltado mil trescientos cincuenta y uno con sesenta y ocho,gasto
he pagado mil,gasto
y he ocho ocho inglés con euros este clases desembolsado ciento cincuenta en mes,gasto
cuarenta y hace cobré beneficios del euros días de ochocientos unos negocio,ingreso
de una venta,ingreso
bonus ingresé tres mil cuatrocientos treinta y nueve euros por un,ingreso
setenta en cobraron euros gimnasio el me,gasto
reparación he pagado cuatro mil ciento nueve con setenta y cinco euros en una,gasto
electricidad me costó cuatrocientos ochenta y siete con treinta euros,gasto
me tocó pagar cuatro mil ciento sesenta y cuatro euros en un vuelo esta tarde,gasto
de consultoría recientemente me cayó veintinueve euros por trabajo,ingreso
me quitaron cien en comida,gasto
en el gimnasio,gasto
pagué cuarenta y,gasto
setecientos euros extraordinaria abonaron me de,ingreso
he soltado tres mil setecientos ocho con dieciocho euros en el coche,gasto
alquiler me al han setecientos de ayuda ingresado,ingreso
seguro del coche he abonado mil doscientos euros del,gasto
gaste doscientos,gasto
se fueron doscientos,gasto
en un vuelo,gasto
gasolina me cobraron trescientos cuarenta y uno con setenta y cuatro euros en,gasto
cuatro de una por fin hace pagando mil escapada acabé veinticinco euros de semana,gasto
me pagaro ochocientos treinta,ingreso
me han cargado,gasto
de una herencia recibí mil trescientos noventa y seis con doce euros,ingreso
en la cena,gasto
de cayó cincuenta me mil paga una atrasada mes pasado y euros trescientos uno,ingreso
cargado doscientos cuarenta y uno euros este mes en el electricista me han,gasto
recibí doscientos dieciséis,ingreso
de una subvención me han transferido cincuenta y tres euros,ingreso
una consulta médica desembolsé doscientos setenta con setenta y cuatro euros este mes en,gasto
pagué treinta y,gasto
dos abril euros de setenta y aboné en el,gasto
acabé pagando quinientos,gasto
me pagaro dos mil setecientos dos euros por hacer fotos en una boda este mes,ingreso
pagar el alquiler,gasto
recibí mil seiscientos ochenta y uno con diecisiete euros de una herencia,ingreso
cobré mil quinientos ochenta,ingreso
setenta y cinco euros para pagar la factura de la luz gasté ciento,gasto
me costó tres,gasto
me cayeron mil ochocientos veintisiete euros por una transferencia,ingreso
recibí novecientos cincuenta,ingreso
dos en mil desembolsé trescientos regalo cuarenta y euros ayer,gasto
autónomo por fin me pagaron ciento cincuenta y cinco euros de honorarios como,ingreso
me han cargado alrededor de sesenta y dos euros en medicamentos,gasto
en el gimnasio me cobraron novecientos setenta euros,gasto
percibí trescientos cuarenta y ocho euros por impartir un curso hoy,ingreso
dos mil novecientos setenta y nueve con noventa y cinco euros por una beca he percibido,ingreso
he desembolsado cuatro,gasto
cliente euros ha me trescientos de pago llegado del,ingreso
me hicieron un,ingreso
ocho netflix setenta por con cuarenta euros y ocho pagué,gasto
me pagaron dos mil ochocientos veintiséis con dos euros por una beca,ingreso
herencia recibí tres mil ciento doce euros de una,ingreso
me entraron doscientos euros,ingreso
nuevo he tenido que abonar en total cuatrocientos setenta y cuatro con treinta euros en un ordenador,gasto
me pagaro cuatro mil treinta y seis con cincuenta y tres euros por una ayuda,ingreso
me costó seiscientos,gasto
me pagaro dos mil,ingreso
me ingresaron seiscientos cuarenta con veintidós euros por una asesoría hoy,ingreso
gasolina pagamos en total cuatrocientos setenta euros en,gasto
gasté doscientos cuatro euros este mes en un ordenador nuevo,gasto
nómina recibí mil setecientos sesenta con cincuenta y cuatro euros de,ingreso
hoy me han transferido novecientos cincuenta y tres con once euros de pensión,ingreso
me mandaron un,ingreso
bonus doscientos mil cuatro y cobré veintiocho cincuenta con dos un euros,ingreso
he desembolsado trescientos cincuenta y cinco con sesenta y tres euros en un vuelo,gasto
planta para casa,gasto
euros en electricidad he soltado tres mil cinco con cuarenta y ocho,gasto
por freelance un con euros cincuenta trabajo ocho trescientos ingresé y noventa y,ingreso
esta cinco fisioterapeuta en ochenta semana euros desembolsé el seiscientos,gasto
comunidad acabé pagando cuarenta y uno euros esta semana en la,gasto
me cobraron tres mil,gasto
año desembolsé trescientos treinta y cinco con cuarenta y cinco euros por diésel este,gasto
pagué doscientos treinta y cuatro con sesenta y cinco euros este mes en el súper,gasto
gasté doscientos euros,gasto
de una reparación aboné novecientos sesenta y seis con cuarenta y siete euros,gasto
me cayó mil setecientos noventa y dos con veintisiete euros de intereses este mes,ingreso
acabé pagando dos,gasto
he tenido que abonar,gasto
he pagado doscientos,gasto
me cayeron trescientos cuarenta y uno con noventa y cinco euros de una ayuda municipal,ingreso
por una transferencia,ingreso
invertí ochenta y nueve euros con el cerrajero en marzo,gasto
pagamos trescientos cincuenta,gasto
euros ciento mes inglés en clases desembolsado ocho este de he y ocho cincuenta,gasto
se me fueron dos,gasto
me abonó veinticinco euros,ingreso
dos cuatro en euros gasté con me setecientos y treinta gimnasio el y,gasto
de una devolución,ingreso
ingresé noventa y,ingreso
me cobraro cuatro mil setecientos cincuenta con veintisiete euros en ropa,gasto
ocho me ayer abonó trescientos ayuda euros escolar,ingreso
subsidio de maternidad,ingreso
diez cuatro en el he mil con euros alquiler pagado,gasto
gasté sesenta euros,gasto
acondicionado el lunes pagué trece euros con aire,gasto
alquiler esta semana euros he ingresado de la doscientos ayuda al,ingreso
me dieciocho un en euros novecientos vuelo,gasto
anoche invertí ochocientos cincuenta y tres euros de impuestos,gasto
de intereses hoy me cayó cuarenta y ocho euros,ingreso
he soltado ochenta y,gasto
me ingresaro dos mil doscientos dieciocho con dieciséis euros de una beca,ingreso
dieciocho vuelo euros me novecientos en un,gasto
reparar la lavadora,gasto
se me fueron mil seiscientos sesenta con setenta y tres euros en el dentista,gasto
cobrado en de cajero comisión el han me siete,gasto
he percibido ciento,ingreso
recibí mil cuatrocientos cuarenta y cinco con catorce euros de una devolución,ingreso
euros en electricidad me gasté dos mil seiscientos catorce,gasto
recibí mil quinientos dieciséis,ingreso
cobré doscientos diez euros,ingreso
diésel se me fueron dieciséis euros ayer en,gasto
me ingresaron ochocientos euros,ingreso
por ochenta transferencia mil y una cobré cinco tres euros,ingreso
me cayeron cuatro mil ochocientos ochenta y cuatro euros por vender el ordenador de mesa esta semana,ingreso
de una apuesta me ingresaro cuatro mil trescientos ochenta y siete con setenta y cuatro euros,ingreso
ayer he recibido cuatrocientos noventa y cuatro euros de ayuda escolar,ingreso
pequeño nueve más y cayó cinco y cincuenta de o euros con premio un menos ciento me fin sesenta,ingreso
he tenido que,gasto
desembolsé dos mil trescientos sesenta y cinco con treinta y ocho euros en amazon prime,gasto
ingresé mil novecientos,ingreso
en un vuelo me cobraro doscientos cuarenta y ocho euros,gasto
liquidación euros mil vacaciones la de de recibí,ingreso
me cobraron ochenta y uno euros de el veterinario este mes,gasto
fueron mil ciento treinta y dos con setenta y ocho euros en un vuelo se me,gasto
me han cargado,gasto
pelo me salió por treinta euros el corte de,gasto
mil sesenta y ocho con setenta y dos euros de una apuesta me ingresaron,ingreso
supermercado he desembolsado cuatro mil cuatrocientos cincuenta y dos con cincuenta y cuatro euros en el,gasto
mil ochocientos doce euros este mes en la niñera pagué cuatro,gasto
vender ciento bici una por euros ochenta ocho entraron y,ingreso
de un bonus me ingresaro ciento veintiuno con sesenta y cinco euros,ingreso
del alquiler vacacional,ingreso
me han cargado doscientos cuarenta y uno euros este mes en el electricista,gasto
euros en netflix se me fueron tres mil seiscientos cincuenta y ocho con cincuenta y uno,gasto
pagué ciento sesenta,gasto
percibí doscientos cincuenta y uno euros de nómina ayer,ingreso
he desembolsado mil,gasto
euros han el me por cargado veterinario,gasto
me han cargado ochocientos,gasto
quinientos uno y euros dejé al por me netflix final,gasto
he percibido veintinueve euros,ingreso
una consulta médica he tenido que abonar alrededor de dos mil doscientos cuarenta y uno con cincuenta y cuatro euros por,gasto
he y mil seis euros en pagado cuatrocientos ropa sesenta,gasto
seiscientos cincuenta y cinco con cincuenta y siete euros en una matrícula universitaria desembolsé casi,gasto
me han devuelto,ingreso
tres tarde en esta nuevo euros tuve un y sesenta pagar que,gasto
me costó sesenta,gasto
por una venta me pagaron tres mil ochocientos setenta y ocho con trece euros,ingreso
dos mil cincuenta y cuatro con sesenta y cuatro euros en una suscripción he pagado,gasto
me cobraron dos,gasto
con euros cincuenta dos en en quinientos solté mil treinta desayuno enero y y tres,gasto
semana se me ingresaron cuatro mil doscientos treinta y siete euros de una venta en vinted esta,ingreso
concierto tuve que pagar cuatro mil cuatrocientos cuarenta y uno euros ayer en un,gasto
ayuda escolar ayer he recibido cuatrocientos noventa y cuatro euros de,ingreso
treinta y nueve euros ayer en el cerrajero solté ochocientos,gasto
para el salón desembolsé seiscientos euros en mobiliario,gasto
al semana la pagué euros pasada cincuenta doscientos,gasto
he percibido cuatro mil,ingreso
trescientos ochenta percibido beca por una tres euros y he mil,ingreso
un trabajo freelance me pagaron cuatro mil ciento veintisiete euros por,ingreso
he desembolsado dos,gasto
gasté trescientos doce euros ayer en reparar el tejado,gasto
me gasté ochocientos dos,gasto
noventa tres sesenta ayuda una me por pagaron euros con novecientos mil,ingreso
he percibido cuatro,ingreso
ingresé tres mil setecientos,ingreso
euros por netflix me dejé al final quinientos ochenta y uno,gasto
uno mil sesenta dos cuarenta trescientos de dentista aboné y euros y siete el,gasto
mil doscientos cincuenta con setenta y dos euros de una ayuda recibí tres,ingreso
me entraron setenta y cinco euros de una devolución de hacienda el mes pasado,ingreso
en el gimnasio he desembolsado cuatro mil ochocientos treinta y siete euros,gasto
mil cuarenta euros nómina y pagaron y seiscientos dos con me cincuenta por ocho,ingreso
me gasté mil,gasto
mil trescientos cincuenta y uno con veintiuno euros de la devolución del irpf entraron dos,ingreso
me costó quinientos cinco con cincuenta y cuatro euros una suscripción,gasto
vuelo el lunes,gasto
he desembolsado dos mil,gasto
veinticinco la me costó ochocientos euros mil compra,gasto
gaste doscientos en comida,gasto
esta euros y semana inglés en clases treinta cobraron me de setecientos,gasto
mil sesenta en y fueron ochocientos euros se siete me tres,gasto
me cayó unos,ingreso
gimnasio pagado he cuarenta con en y dos euros y tres mil el ciento cuarenta,gasto
sesenta y nueve euros gasolina mil cuatro con treinta me setecientos,gasto
se me ingresaron,ingreso
invertí quinientos once,gasto
por la peluquería me cobraro aproximadamente quinientos cincuenta y seis euros,gasto
setecientos euros y dos me mil costó uno ochenta,gasto
invertí dos mil,gasto
ingresé tres mil novecientos cincuenta y nueve euros de una bonificación,ingreso
clases de inglés me cobraron setecientos treinta y nueve euros esta semana en,gasto
cuatro mil quinientos tres con cuarenta y cuatro euros por una devolución me pagaron,ingreso
desembolsé mil trescientos,gasto
mil seiscientos ocho con treinta y seis euros de una ayuda recibí tres,ingreso
ganada abonaron siete apuesta cuatrocientos por me una euros dos mil este,ingreso
euros ayuda cuatrocientos de treinta entraron y me escolar,ingreso
pagado trescientos cinco con cuarenta y uno euros por vender el coche recientemente me han,ingreso
de la luz he pagado mil trescientos veintiséis con cuarenta y uno euros este mes en la factura,gasto
seiscientos sesenta y ocho con sesenta y cinco euros para pagar ropa acabé pagando,gasto
me han transferido,ingreso
euros mil pagué tres por y cuatrocientos netflix cinco,gasto
ciento euros cinco matrícula universitaria pagué una cincuenta y ayer,gasto
euros de nómina me han abonado mil setecientos ochenta y tres con cuatro,ingreso
por una venta,ingreso
familiar me han pasado sesenta y cinco euros de spotify,gasto
desembolsé setecientos setenta,gasto
particulares en febrero me pagaron veintidós euros por dar clases,ingreso
pagado he peluquería ochenta y en la cinco,gasto
entraron de treinta premio pequeño por tres fin euros mil novecientos y más ocho o menos,ingreso
gimnasio he desembolsado cuatro mil ochocientos treinta y siete euros en el,gasto
un trabajo freelance me han abonado mil cuarenta y siete con nueve euros de,ingreso
venta de novecientos mil tres en euros wallapop percibí cinco,ingreso
cobré doscientos catorce con treinta y cinco euros por una herencia,ingreso
ciento mil he cuarenta compra la euros tres y en,gasto
me han pagado más o menos mil novecientos treinta y nueve euros por el trabajo de diseño por fin,ingreso
me hicieron un ingreso,ingreso
cobré nueve euros,ingreso
me ingresaro cuatrocientos cuarenta,ingreso
he desembolsado novecientos veintiocho,gasto
cobré sesenta euros,ingreso
periódico este trimestre pagamos dos mil quinientos sesenta y cuatro euros por la suscripción al,gasto
mil trescientos cuarenta y siete euros en un escritorio la semana pasada pagué cuatro,gasto
he recibido cuatrocientos,ingreso
fueron trescientos uno con treinta y nueve euros en un taxi hace unos días se me,gasto
me pagaro quinientos veinte euros por un trabajo freelance,ingreso
con mil y percibido por ochocientos ayuda setenta una euros cincuenta he tres,ingreso
me han cargado,gasto
de salario anoche,ingreso
he pagado tres mil ochenta y tres euros en gasolina,gasto
he soltado setecientos noventa y cuatro con cuarenta y cuatro euros esta semana en flores,gasto
he cobrado cuarenta,ingreso
euros para y el circulación que de cincuenta tuve pagar nueve pagar,gasto
setecientos venta euros tres ingresé mil por una,ingreso
desembolsé dos mil trescientos quince con catorce euros ayer en una consola,gasto
un ingreso de dos mil seiscientos noventa y uno euros de la prestación por desempleo este trimestre me hicieron,ingreso
una ayuda municipal me pagaro trescientos cuarenta y uno con noventa y cinco euros de,ingreso
al alquiler recientemente me ingresaron mil ochocientos treinta y dos euros de la ayuda,ingreso
ciento tres euros por una ayuda he percibido,ingreso
impuestos me cobraron ochenta y nueve euros este mes en,gasto
durante el finde se me fueron seiscientos diez euros con aparcamiento,gasto
desembolsé setecientos setenta,gasto
tres mil trescientos sesenta y dos con ochenta euros el dentista me costó,gasto
escolar este mes,ingreso
he cobrado cuatro,ingreso
semana me cayó mil doscientos treinta y nueve con trece euros de una beca transporte esta,ingreso
de una beca me han abonado tres mil ciento cuarenta y siete euros,ingreso
me de trescientos este liquidación de mes han euros transferido diez la vacaciones,ingreso
supermercado el cuatrocientos desembolsado y cincuenta cuatro dos con cuatro mil he en y euros,gasto
la comida fuera,gasto
gasté mil setecientos setenta,gasto
en total ochocientos doce con treinta y uno euros por el trabajo de diseño me entraron,ingreso
siete tres y noventa una herencia euros mil cobré novecientos,ingreso
ingresé tres mil setecientos cuarenta euros por una venta,ingreso
me han cargado trescientos,gasto
bizum de marco pasado treinta euros a un he,gasto
he pagado dos mil,gasto
euros en gasolina he pagado tres mil ochenta y tres,gasto
le hice un bizum a ana de veinte euros para la cena,gasto
mil seiscientos noventa y dos con sesenta y uno euros netflix me costó,gasto
pagué seiscientos euros,gasto
mil ciento veinte con diecisiete euros de una apuesta recibí cuatro,ingreso
pagué tres mil setecientos,gasto
una dos sesenta por mil y y cuarenta euros con seiscientos ingresé ocho cuatro,ingreso
ocho euros salario transferido setenta trescientos con unos han fin bruto de me,ingreso
de mis acciones,ingreso
he soltado cuatro mil ciento sesenta y nueve con cincuenta y ocho euros en una cena,gasto
